id,date,description,vendor,amount,category,coa_code,confidence_expected,notes,is_ambiguous
194,2025-06-06,APPLEBEES COLUMBUS,APPLEBEES,-89.96,Meals & Entertainment,5200,0.9243655442159584,Generated from template: Meals & Entertainment,False
195,2025-05-28,DOMINOS PIZZA DENVER,DOMINOS,-100.51,Meals & Entertainment,5200,0.9318423464536664,Generated from template: Meals & Entertainment,False
196,2025-08-01,SHELL TRAVEL CENTER,SHELL,-49.05,Travel Expenses,5400,0.7061113674862649,Ambiguous - travel stop vs regular gas,True
197,2025-06-22,ELECTRIC COMPANY WASHINGTON,ELECTRIC,-257.53,Utilities,5700,0.9275740979603381,Generated from template: Utilities,False
198,2025-06-19,AMERICAN AIRLINES LTD,AMERICAN,-181.66,Travel Expenses,5400,0.8538257197353263,Generated from template: Travel Expenses,False
199,2025-07-28,ZOOM VIDEO COMMUNICATIONS,ZOOM,-141.81,Software Expenses,5300,0.8746215347788625,Generated from template: Software Expenses,False
200,2025-05-22,COSTCO OFFICE SUPPLIES,COSTCO,-216.09,Office Expenses,5000,0.916126331856771,Generated from template: Office Expenses,False
201,2025-07-24,ENTERPRISE RENT-A-CAR,ENTERPRISE,-883.51,Travel Expenses,5400,0.8831149868214406,Generated from template: Travel Expenses,False
202,2025-06-23,GAS UTILITY SAN DIEGO,GAS,-137.17,Utilities,5700,0.9492692043626897,Generated from template: Utilities,False
203,2025-05-23,TECH CONSULTING SERVICES,TECH,-1802.14,Professional Services,5600,0.7936797250622949,Ambiguous - consulting vs software,True
204,2025-07-21,CONSULTING GROUP,CONSULTING,-4621.06,Professional Services,5600,0.9246292545492397,Generated from template: Professional Services,False
205,2025-08-04,OFFICE DEPOT FORT WORTH LTD,OFFICE,-251.54,Office Expenses,5000,0.9385451747936806,Generated from template: Office Expenses,False
206,2025-06-15,WALMART BUSINESS PURCHASE,WALMART,-57.26,Office Expenses,5000,0.6827627142353827,Ambiguous - could be supplies or food,True
207,2025-08-08,LEGAL SERVICES LLC,LEGAL,-2138.4,Professional Services,5600,0.9469956794041106,Generated from template: Professional Services,False
208,2025-07-30,PROFESSIONAL SERVICES,PROFESSIONAL,-1318.02,Professional Services,5600,0.8643117720128509,Generated from template: Professional Services,False
209,2025-06-24,TAX PREPARATION CORP,TAX,-1521.77,Professional Services,5600,0.9337475922606421,Generated from template: Professional Services,False
210,2025-07-25,BUSINESS CONSULTANT,BUSINESS,-2826.8,Professional Services,5600,0.8877210054213885,Generated from template: Professional Services,False
211,2025-05-23,AMAZON PURCHASE BUSINESS,AMAZON,-76.14,Office Expenses,5000,0.6253517087425561,Ambiguous - could be office supplies or equipment,True
212,2025-07-09,VERIZON BUSINESS,VERIZON,-230.55,Utilities,5700,0.9154921897493463,Generated from template: Utilities,False
213,2025-07-18,BEST BUY COMPUTERS TECHNOLOGIES,BEST,-1202.53,Equipment Expenses,5500,0.9469055236065703,Generated from template: Equipment Expenses,False
214,2025-07-09,EXXON MOBIL DENVER,EXXON,-25.82,Vehicle Expenses,5100,0.9322330918090058,Generated from template: Vehicle Expenses,False
215,2025-07-25,WALMART BUSINESS PURCHASE,WALMART,-99.06,Office Expenses,5000,0.6501308393456248,Ambiguous - could be supplies or food,True
216,2025-07-27,AMAZON PURCHASE BUSINESS,AMAZON,-137.97,Office Expenses,5000,0.7123366763139456,Ambiguous - could be office supplies or equipment,True
217,2025-06-27,STAPLES TECHNOLOGY INC,STAPLES,-923.38,Equipment Expenses,5500,0.8615921601430958,Generated from template: Equipment Expenses,False
218,2025-05-22,ENTERPRISE RENT-A-CAR TECHNOLOGIES,ENTERPRISE,-191.72,Travel Expenses,5400,0.920878528383417,Generated from template: Travel Expenses,False
219,2025-08-14,WATER DEPARTMENT,WATER,-140.23,Utilities,5700,0.9445974085779432,Generated from template: Utilities,False
220,2025-05-25,SALESFORCE.COM,SALESFORCE.COM,-44.7,Software Expenses,5300,0.8838085562147455,Generated from template: Software Expenses,False
221,2025-06-20,APPLEBEES WASHINGTON,APPLEBEES,-81.15,Meals & Entertainment,5200,0.8935835976046637,Generated from template: Meals & Entertainment,False
222,2025-07-22,CDW CORPORATION INTERNATIONAL,CDW,-602.93,Equipment Expenses,5500,0.9151509489433686,Generated from template: Equipment Expenses,False
223,2025-07-03,AMAZON PURCHASE BUSINESS,AMAZON,-161.69,Office Expenses,5000,0.7623538570554785,Ambiguous - could be office supplies or equipment,True
224,2025-05-27,PIZZA HUT DALLAS,PIZZA,-140.97,Meals & Entertainment,5200,0.8638374061516155,Generated from template: Meals & Entertainment,False
225,2025-08-13,DROPBOX SUBSCRIPTION,DROPBOX,-140.04,Software Expenses,5300,0.8701151063389696,Generated from template: Software Expenses,False
226,2025-06-04,AMAZON PURCHASE BUSINESS,AMAZON,-98.32,Office Expenses,5000,0.6131364466640228,Ambiguous - could be office supplies or equipment,True
227,2025-08-06,HILTON HOTELS DALLAS GROUP,HILTON,-699.84,Travel Expenses,5400,0.9479797953828836,Generated from template: Travel Expenses,False
228,2025-05-18,EXXON MOBIL SAN ANTONIO GROUP,EXXON,-36.66,Vehicle Expenses,5100,0.9208018485711031,Generated from template: Vehicle Expenses,False
229,2025-07-11,DESIGN STUDIO,DESIGN,-3771.82,Professional Services,5600,0.9478337728220545,Generated from template: Professional Services,False
230,2025-06-16,SALESFORCE.COM,SALESFORCE.COM,-145.65,Software Expenses,5300,0.8666311110603914,Generated from template: Software Expenses,False
